metagenome	level 1	level 2	level 3	function	abundance	avg eValue	avg % ident	avg align len	# proteins	
4441681.3	Clustering-based subsystems	Oxidative stress	CoA-disulfide reductase (EC 1.8.1.14) containing cluster	Polysulfide binding and transferase domain	2	-5.50	70.88	33.50	2	
4441681.3	Clustering-based subsystems	PFGI-1-like cluster 1	-	DNA topoisomerase III (EC 5.99.1.2) in PFGI-1-like cluster	1	-3.00	73.91	23.00	1	
4441679.3	Clustering-based subsystems	PFGI-1-like cluster 1	-	Replicative DNA helicase (EC 3.6.1.-) in PFGI-1-like cluster	1	-3.00	62.50	32.00	1	
4441681.3	Clustering-based subsystems	PFGI-1-like cluster 1	-	Transcriptional regulator in PFGI-1-like cluster	2	-8.50	79.39	34.00	2	
4441682.3	Clustering-based subsystems	Phosphate metabolism	PhoR-PhoB two-component regulatory system	Phosphate ABC transporter, periplasmic phosphate-binding protein PstS (TC 3.A.1.7.1)	1	-5.00	64.71	34.00	1	
4441680.3	Clustering-based subsystems	Phosphate metabolism	PhoR-PhoB two-component regulatory system	Phosphate ABC transporter, periplasmic phosphate-binding protein PstS (TC 3.A.1.7.1)	4	-6.00	70.13	31.75	4	
4441679.3	Clustering-based subsystems	Phosphate metabolism	PhoR-PhoB two-component regulatory system	Phosphate ABC transporter, periplasmic phosphate-binding protein PstS (TC 3.A.1.7.1)	3	-5.67	74.13	30.00	3	
4441681.3	Clustering-based subsystems	Phosphate metabolism	PhoR-PhoB two-component regulatory system	Phosphate ABC transporter, periplasmic phosphate-binding protein PstS (TC 3.A.1.7.1)	51	-5.82	77.65	29.90	24	
4441682.3	Clustering-based subsystems	Phosphate metabolism	PhoR-PhoB two-component regulatory system	Phosphate regulon sensor protein PhoR (SphS) (EC 2.7.13.3)	10	-5.27	76.69	31.00	9	
4441680.3	Clustering-based subsystems	Phosphate metabolism	PhoR-PhoB two-component regulatory system	Phosphate regulon sensor protein PhoR (SphS) (EC 2.7.13.3)	4	-6.25	81.08	30.50	4	
4441679.3	Clustering-based subsystems	Phosphate metabolism	PhoR-PhoB two-component regulatory system	Phosphate regulon sensor protein PhoR (SphS) (EC 2.7.13.3)	9	-5.08	74.38	30.17	9	
4441681.3	Clustering-based subsystems	Phosphate metabolism	PhoR-PhoB two-component regulatory system	Phosphate regulon sensor protein PhoR (SphS) (EC 2.7.13.3)	55	-6.07	79.76	30.46	13	
4441682.3	Clustering-based subsystems	Phosphate metabolism	PhoR-PhoB two-component regulatory system	Phosphate regulon transcriptional regulatory protein PhoB (SphR)	6	-5.57	78.22	29.71	6	
4441680.3	Clustering-based subsystems	Phosphate metabolism	PhoR-PhoB two-component regulatory system	Phosphate regulon transcriptional regulatory protein PhoB (SphR)	3	-4.33	67.43	31.33	3	
4441679.3	Clustering-based subsystems	Phosphate metabolism	PhoR-PhoB two-component regulatory system	Phosphate regulon transcriptional regulatory protein PhoB (SphR)	11	-4.36	73.57	30.00	11	
4441681.3	Clustering-based subsystems	Phosphate metabolism	PhoR-PhoB two-component regulatory system	Phosphate regulon transcriptional regulatory protein PhoB (SphR)	53	-5.81	80.85	29.08	15	
4441682.3	Clustering-based subsystems	Possible Ammonia conversion cluster	-	Allophanate hydrolase 2 subunit 1 (EC 3.5.1.54)	1	-6.00	85.19	27.00	1	
4441679.3	Clustering-based subsystems	Possible Ammonia conversion cluster	-	Allophanate hydrolase 2 subunit 1 (EC 3.5.1.54)	5	-6.40	80.98	28.40	4	
4441681.3	Clustering-based subsystems	Possible Ammonia conversion cluster	-	Allophanate hydrolase 2 subunit 1 (EC 3.5.1.54)	28	-6.45	81.32	30.86	10	
4441679.3	Clustering-based subsystems	Possible Ammonia conversion cluster	-	Allophanate hydrolase 2 subunit 2 (EC 3.5.1.54)	3	-4.00	84.22	25.67	2	
4441681.3	Clustering-based subsystems	Possible Ammonia conversion cluster	-	Allophanate hydrolase 2 subunit 2 (EC 3.5.1.54)	27	-5.70	80.08	29.87	9	
4441680.3	Clustering-based subsystems	Possible Ammonia conversion cluster	-	Aminodeoxychorismate lyase (EC 4.1.3.38)	2	-5.00	83.33	30.00	1	
4441681.3	Clustering-based subsystems	Possible Ammonia conversion cluster	-	Aminodeoxychorismate lyase (EC 4.1.3.38)	20	-4.14	77.69	27.50	3	
4441682.3	Clustering-based subsystems	Possible Ammonia conversion cluster	-	Para-aminobenzoate synthase, amidotransferase component (EC 2.6.1.85)	4	-6.25	80.69	29.00	3	
4441680.3	Clustering-based subsystems	Possible Ammonia conversion cluster	-	Para-aminobenzoate synthase, amidotransferase component (EC 2.6.1.85)	4	-6.25	76.18	32.25	4	
4441679.3	Clustering-based subsystems	Possible Ammonia conversion cluster	-	Para-aminobenzoate synthase, amidotransferase component (EC 2.6.1.85)	4	-5.50	70.04	32.25	4	
4441681.3	Clustering-based subsystems	Possible Ammonia conversion cluster	-	Para-aminobenzoate synthase, amidotransferase component (EC 2.6.1.85)	25	-5.05	74.44	30.25	15	
4441680.3	Clustering-based subsystems	Possible Ammonia conversion cluster	-	Para-aminobenzoate synthase, aminase component (EC 2.6.1.85)	1	-6.00	71.43	35.00	1	
4441681.3	Clustering-based subsystems	Possible Ammonia conversion cluster	-	Para-aminobenzoate synthase, aminase component (EC 2.6.1.85)	47	-6.32	79.38	30.39	11	
4441682.3	Clustering-based subsystems	Probably GTP or GMP signaling related	CBSS-176299.4.peg.1292	DNA recombination and repair protein RecO	2	-4.00	79.97	27.00	2	
4441680.3	Clustering-based subsystems	Probably GTP or GMP signaling related	CBSS-176299.4.peg.1292	DNA recombination and repair protein RecO	3	-5.33	69.55	30.00	3	
4441679.3	Clustering-based subsystems	Probably GTP or GMP signaling related	CBSS-176299.4.peg.1292	DNA recombination and repair protein RecO	2	-4.50	77.17	30.50	2	
4441681.3	Clustering-based subsystems	Probably GTP or GMP signaling related	CBSS-176299.4.peg.1292	DNA recombination and repair protein RecO	15	-6.82	82.27	30.09	4	
4441680.3	Clustering-based subsystems	Probably GTP or GMP signaling related	CBSS-176299.4.peg.1292	DNA-directed RNA polymerase omega subunit (EC 2.7.7.6)	1	-6.00	83.33	30.00	1	
4441681.3	Clustering-based subsystems	Probably GTP or GMP signaling related	CBSS-176299.4.peg.1292	DNA-directed RNA polymerase omega subunit (EC 2.7.7.6)	22	-5.44	87.81	28.88	8	
4441682.3	Clustering-based subsystems	Probably GTP or GMP signaling related	CBSS-176299.4.peg.1292	GTP pyrophosphokinase (EC 2.7.6.5), (p)ppGpp synthetase I	71	-5.79	77.65	30.29	46	
4441680.3	Clustering-based subsystems	Probably GTP or GMP signaling related	CBSS-176299.4.peg.1292	GTP pyrophosphokinase (EC 2.7.6.5), (p)ppGpp synthetase I	49	-5.54	77.31	29.90	39	
4441679.3	Clustering-based subsystems	Probably GTP or GMP signaling related	CBSS-176299.4.peg.1292	GTP pyrophosphokinase (EC 2.7.6.5), (p)ppGpp synthetase I	69	-5.44	77.60	29.92	52	
4441681.3	Clustering-based subsystems	Probably GTP or GMP signaling related	CBSS-176299.4.peg.1292	GTP pyrophosphokinase (EC 2.7.6.5), (p)ppGpp synthetase I	288	-7.05	84.53	30.83	49	
4441682.3	Clustering-based subsystems	Probably GTP or GMP signaling related	CBSS-176299.4.peg.1292	GTP pyrophosphokinase (EC 2.7.6.5), (p)ppGpp synthetase II	25	-5.52	78.62	29.78	15	
4441680.3	Clustering-based subsystems	Probably GTP or GMP signaling related	CBSS-176299.4.peg.1292	GTP pyrophosphokinase (EC 2.7.6.5), (p)ppGpp synthetase II	20	-5.35	77.95	29.40	15	
4441679.3	Clustering-based subsystems	Probably GTP or GMP signaling related	CBSS-176299.4.peg.1292	GTP pyrophosphokinase (EC 2.7.6.5), (p)ppGpp synthetase II	15	-5.87	80.30	29.80	14	
4441681.3	Clustering-based subsystems	Probably GTP or GMP signaling related	CBSS-176299.4.peg.1292	GTP pyrophosphokinase (EC 2.7.6.5), (p)ppGpp synthetase II	116	-7.38	84.59	31.44	20	
4441682.3	Clustering-based subsystems	Probably GTP or GMP signaling related	CBSS-176299.4.peg.1292	GTP-binding protein Era	17	-5.38	74.09	31.62	16	
4441680.3	Clustering-based subsystems	Probably GTP or GMP signaling related	CBSS-176299.4.peg.1292	GTP-binding protein Era	13	-4.46	71.96	30.38	12	
4441679.3	Clustering-based subsystems	Probably GTP or GMP signaling related	CBSS-176299.4.peg.1292	GTP-binding protein Era	27	-5.40	77.85	30.36	19	
4441681.3	Clustering-based subsystems	Probably GTP or GMP signaling related	CBSS-176299.4.peg.1292	GTP-binding protein Era	99	-6.94	82.78	31.30	28	
4441682.3	Clustering-based subsystems	Probably GTP or GMP signaling related	CBSS-176299.4.peg.1292	Guanosine-3&#39;,5&#39;-bis(diphosphate) 3&#39;-pyrophosphohydrolase (EC 3.1.7.2)	27	-5.48	77.70	30.08	17	
4441680.3	Clustering-based subsystems	Probably GTP or GMP signaling related	CBSS-176299.4.peg.1292	Guanosine-3&#39;,5&#39;-bis(diphosphate) 3&#39;-pyrophosphohydrolase (EC 3.1.7.2)	25	-5.44	77.53	29.84	19	
4441679.3	Clustering-based subsystems	Probably GTP or GMP signaling related	CBSS-176299.4.peg.1292	Guanosine-3&#39;,5&#39;-bis(diphosphate) 3&#39;-pyrophosphohydrolase (EC 3.1.7.2)	22	-5.75	81.16	29.80	17	
4441681.3	Clustering-based subsystems	Probably GTP or GMP signaling related	CBSS-176299.4.peg.1292	Guanosine-3&#39;,5&#39;-bis(diphosphate) 3&#39;-pyrophosphohydrolase (EC 3.1.7.2)	204	-7.11	84.35	31.08	25	
4441681.3	Clustering-based subsystems	Probably GTP or GMP signaling related	CBSS-176299.4.peg.1292	Holo-[acyl-carrier protein] synthase (EC 2.7.8.7)	1	-9.00	93.75	32.00	1	
4441682.3	Clustering-based subsystems	Probably GTP or GMP signaling related	CBSS-176299.4.peg.1292	Ribonuclease III (EC 3.1.26.3)	7	-3.57	73.61	28.29	5	
4441680.3	Clustering-based subsystems	Probably GTP or GMP signaling related	CBSS-176299.4.peg.1292	Ribonuclease III (EC 3.1.26.3)	11	-3.91	70.91	30.45	11	
4441679.3	Clustering-based subsystems	Probably GTP or GMP signaling related	CBSS-176299.4.peg.1292	Ribonuclease III (EC 3.1.26.3)	10	-4.11	67.96	32.33	8	
4441681.3	Clustering-based subsystems	Probably GTP or GMP signaling related	CBSS-176299.4.peg.1292	Ribonuclease III (EC 3.1.26.3)	69	-6.26	79.83	31.56	13	
4441682.3	Clustering-based subsystems	Probably GTP or GMP signaling related	CBSS-176299.4.peg.1292	Signal peptidase I (EC 3.4.21.89)	15	-6.07	75.89	30.47	11	
4441680.3	Clustering-based subsystems	Probably GTP or GMP signaling related	CBSS-176299.4.peg.1292	Signal peptidase I (EC 3.4.21.89)	17	-4.62	72.33	29.56	15	
4441679.3	Clustering-based subsystems	Probably GTP or GMP signaling related	CBSS-176299.4.peg.1292	Signal peptidase I (EC 3.4.21.89)	13	-5.00	72.97	29.77	12	
4441681.3	Clustering-based subsystems	Probably GTP or GMP signaling related	CBSS-176299.4.peg.1292	Signal peptidase I (EC 3.4.21.89)	54	-5.95	78.68	29.73	17	
4441682.3	Clustering-based subsystems	Probably Pyrimidine biosynthesis-related	CBSS-306254.1.peg.1508	Carbamoyl-phosphate synthase small chain (EC 6.3.5.5)	29	-7.00	76.80	32.48	22	
4441680.3	Clustering-based subsystems	Probably Pyrimidine biosynthesis-related	CBSS-306254.1.peg.1508	Carbamoyl-phosphate synthase small chain (EC 6.3.5.5)	17	-7.12	76.48	31.82	15	
4441679.3	Clustering-based subsystems	Probably Pyrimidine biosynthesis-related	CBSS-306254.1.peg.1508	Carbamoyl-phosphate synthase small chain (EC 6.3.5.5)	30	-5.79	77.20	30.10	26	
4441681.3	Clustering-based subsystems	Probably Pyrimidine biosynthesis-related	CBSS-306254.1.peg.1508	Carbamoyl-phosphate synthase small chain (EC 6.3.5.5)	88	-7.00	83.34	30.66	33	
4441680.3	Clustering-based subsystems	Probably Ybbk-related hypothetical membrane proteins	CBSS-316057.3.peg.659	Putative activity regulator of membrane protease YbbK	1	-7.00	87.10	31.00	1	
4441679.3	Clustering-based subsystems	Probably Ybbk-related hypothetical membrane proteins	CBSS-316057.3.peg.659	Putative activity regulator of membrane protease YbbK	1	-5.00	72.73	33.00	1	
4441681.3	Clustering-based subsystems	Probably Ybbk-related hypothetical membrane proteins	CBSS-316057.3.peg.659	Putative activity regulator of membrane protease YbbK	23	-5.67	81.29	28.27	4	
4441682.3	Clustering-based subsystems	Probably Ybbk-related hypothetical membrane proteins	CBSS-316057.3.peg.659	Putative stomatin/prohibitin-family membrane protease subunit YbbK	18	-5.62	77.64	30.50	11	
4441680.3	Clustering-based subsystems	Probably Ybbk-related hypothetical membrane proteins	CBSS-316057.3.peg.659	Putative stomatin/prohibitin-family membrane protease subunit YbbK	9	-4.78	76.47	29.89	8	
4441679.3	Clustering-based subsystems	Probably Ybbk-related hypothetical membrane proteins	CBSS-316057.3.peg.659	Putative stomatin/prohibitin-family membrane protease subunit YbbK	13	-6.00	81.90	29.77	11	
4441681.3	Clustering-based subsystems	Probably Ybbk-related hypothetical membrane proteins	CBSS-316057.3.peg.659	Putative stomatin/prohibitin-family membrane protease subunit YbbK	49	-6.38	85.01	30.53	12	
4441682.3	Clustering-based subsystems	Probably organic hydroperoxide resistance related hypothetical protein	CBSS-269482.1.peg.1294	Homoserine kinase (EC 2.7.1.39)	6	-6.14	81.10	31.14	3	
4441680.3	Clustering-based subsystems	Probably organic hydroperoxide resistance related hypothetical protein	CBSS-269482.1.peg.1294	Homoserine kinase (EC 2.7.1.39)	9	-6.11	83.68	30.11	6	
4441679.3	Clustering-based subsystems	Probably organic hydroperoxide resistance related hypothetical protein	CBSS-269482.1.peg.1294	Homoserine kinase (EC 2.7.1.39)	11	-6.15	82.70	30.00	7	
4441681.3	Clustering-based subsystems	Probably organic hydroperoxide resistance related hypothetical protein	CBSS-269482.1.peg.1294	Homoserine kinase (EC 2.7.1.39)	66	-6.69	84.10	30.33	10	
4441679.3	Clustering-based subsystems	Probably organic hydroperoxide resistance related hypothetical protein	CBSS-269482.1.peg.1294	Organic hydroperoxide resistance protein	2	-9.00	87.00	34.50	1	
4441681.3	Clustering-based subsystems	Probably organic hydroperoxide resistance related hypothetical protein	CBSS-269482.1.peg.1294	Organic hydroperoxide resistance protein	11	-7.80	88.52	31.20	5	
4441682.3	Clustering-based subsystems	Probably organic hydroperoxide resistance related hypothetical protein	CBSS-269482.1.peg.1294	Organic hydroperoxide resistance transcriptional regulator	7	-4.71	67.61	31.86	7	
4441680.3	Clustering-based subsystems	Probably organic hydroperoxide resistance related hypothetical protein	CBSS-269482.1.peg.1294	Organic hydroperoxide resistance transcriptional regulator	8	-3.88	69.90	29.75	8	
4441679.3	Clustering-based subsystems	Probably organic hydroperoxide resistance related hypothetical protein	CBSS-269482.1.peg.1294	Organic hydroperoxide resistance transcriptional regulator	5	-4.60	69.02	30.60	5	
4441681.3	Clustering-based subsystems	Probably organic hydroperoxide resistance related hypothetical protein	CBSS-269482.1.peg.1294	Organic hydroperoxide resistance transcriptional regulator	1	-3.00	67.86	28.00	1	
4441680.3	Clustering-based subsystems	Proteasome related clusters	Proteasome subunit alpha archaeal cluster	Exosome complex exonuclease 1	1	-7.00	86.67	30.00	1	
4441682.3	Clustering-based subsystems	Proteasome related clusters	Proteasome subunit alpha archaeal cluster	LSU ribosomal protein L37Ae	1	-4.00	80.00	25.00	1	
4441682.3	Clustering-based subsystems	Proteasome related clusters	Proteasome subunit alpha archaeal cluster	Probable exosome complex RNA-binding protein 1	1	-11.00	80.49	41.00	1	
4441681.3	Clustering-based subsystems	Proteasome related clusters	Proteasome subunit alpha archaeal cluster	Probable exosome complex RNA-binding protein 1	1	-4.00	56.67	30.00	1	
4441682.3	Clustering-based subsystems	Proteasome related clusters	Proteasome subunit alpha archaeal cluster	Proteasome subunit alpha (EC 3.4.25.1), archaeal	2	-5.00	80.76	31.50	2	
4441680.3	Clustering-based subsystems	Proteasome related clusters	Proteasome subunit alpha archaeal cluster	Proteasome subunit alpha (EC 3.4.25.1), archaeal	1	-4.00	55.56	36.00	1	
4441681.3	Clustering-based subsystems	Proteasome related clusters	Proteasome subunit alpha archaeal cluster	Proteasome subunit alpha (EC 3.4.25.1), archaeal	1	-11.00	97.06	34.00	1	
4441682.3	Clustering-based subsystems	Protein export?	CBSS-393121.3.peg.2760	ABC transporter ATP-binding protein uup	8	-5.67	77.89	30.89	6	
4441680.3	Clustering-based subsystems	Protein export?	CBSS-393121.3.peg.2760	ABC transporter ATP-binding protein uup	3	-4.25	72.12	29.75	3	
4441679.3	Clustering-based subsystems	Protein export?	CBSS-393121.3.peg.2760	ABC transporter ATP-binding protein uup	6	-5.14	75.59	30.29	6	
4441681.3	Clustering-based subsystems	Protein export?	CBSS-393121.3.peg.2760	ABC transporter ATP-binding protein uup	14	-6.61	80.77	31.22	14	
4441682.3	Clustering-based subsystems	Protein export?	CBSS-393121.3.peg.2760	Cell division protein FtsX	5	-4.60	72.78	30.60	5	
4441680.3	Clustering-based subsystems	Protein export?	CBSS-393121.3.peg.2760	Cell division protein FtsX	1	-3.00	72.73	22.00	1	
4441679.3	Clustering-based subsystems	Protein export?	CBSS-393121.3.peg.2760	Cell division protein FtsX	1	-4.00	86.96	23.00	1	
4441681.3	Clustering-based subsystems	Protein export?	CBSS-393121.3.peg.2760	Cell division protein FtsX	5	-5.40	79.74	29.60	4	
4441682.3	Clustering-based subsystems	Protein export?	CBSS-393121.3.peg.2760	Cell division transporter, ATP-binding protein FtsE (TC 3.A.5.1.1)	19	-5.14	76.27	30.67	19	
4441680.3	Clustering-based subsystems	Protein export?	CBSS-393121.3.peg.2760	Cell division transporter, ATP-binding protein FtsE (TC 3.A.5.1.1)	16	-5.94	78.49	31.11	16	
4441679.3	Clustering-based subsystems	Protein export?	CBSS-393121.3.peg.2760	Cell division transporter, ATP-binding protein FtsE (TC 3.A.5.1.1)	11	-5.12	77.34	30.29	11	
4441681.3	Clustering-based subsystems	Protein export?	CBSS-393121.3.peg.2760	Cell division transporter, ATP-binding protein FtsE (TC 3.A.5.1.1)	29	-4.90	77.56	30.32	22	
4441682.3	Clustering-based subsystems	Protein export?	CBSS-393121.3.peg.2760	D-glutamyl-L-m-Dpm peptidase P45; Peptidoglycan lytic protein P45	1	-3.00	58.06	31.00	1	
4441679.3	Clustering-based subsystems	Protein export?	CBSS-393121.3.peg.2760	D-glutamyl-L-m-Dpm peptidase P45; Peptidoglycan lytic protein P45	1	-4.00	55.56	36.00	1	
4441682.3	Clustering-based subsystems	Protein export?	CBSS-393121.3.peg.2760	Membrane proteins related to metalloendopeptidases	3	-6.00	69.86	34.33	3	
4441680.3	Clustering-based subsystems	Protein export?	CBSS-393121.3.peg.2760	Membrane proteins related to metalloendopeptidases	6	-5.00	74.99	28.83	6	
4441679.3	Clustering-based subsystems	Protein export?	CBSS-393121.3.peg.2760	Membrane proteins related to metalloendopeptidases	6	-3.83	64.02	31.50	6	
4441681.3	Clustering-based subsystems	Protein export?	CBSS-393121.3.peg.2760	Membrane proteins related to metalloendopeptidases	7	-6.50	77.56	28.75	4	
4441682.3	Clustering-based subsystems	Protein export?	CBSS-393121.3.peg.2760	NLP/P60 family protein	4	-8.17	81.51	33.00	4	
4441680.3	Clustering-based subsystems	Protein export?	CBSS-393121.3.peg.2760	NLP/P60 family protein	5	-7.50	79.65	31.17	3	
4441679.3	Clustering-based subsystems	Protein export?	CBSS-393121.3.peg.2760	NLP/P60 family protein	1	-4.00	75.00	28.00	1	
4441681.3	Clustering-based subsystems	Protein export?	CBSS-393121.3.peg.2760	NLP/P60 family protein	5	-6.20	78.09	29.60	5	
4441682.3	Clustering-based subsystems	Protein export?	CBSS-393121.3.peg.2760	Peptidase, M23/M37 family	3	-4.00	74.17	27.33	3	
4441680.3	Clustering-based subsystems	Protein export?	CBSS-393121.3.peg.2760	Peptidase, M23/M37 family	5	-4.00	77.30	26.00	4	
4441679.3	Clustering-based subsystems	Protein export?	CBSS-393121.3.peg.2760	Peptidase, M23/M37 family	4	-5.17	71.51	30.17	4	
4441681.3	Clustering-based subsystems	Protein export?	CBSS-393121.3.peg.2760	Peptidase, M23/M37 family	4	-4.60	79.60	27.60	4	
4441682.3	Clustering-based subsystems	Protein export?	CBSS-393121.3.peg.2760	Peptide chain release factor 2	32	-6.91	81.26	30.42	26	
4441680.3	Clustering-based subsystems	Protein export?	CBSS-393121.3.peg.2760	Peptide chain release factor 2	35	-7.26	81.39	31.77	31	
4441679.3	Clustering-based subsystems	Protein export?	CBSS-393121.3.peg.2760	Peptide chain release factor 2	36	-6.56	79.37	30.71	31	
4441681.3	Clustering-based subsystems	Protein export?	CBSS-393121.3.peg.2760	Peptide chain release factor 2	73	-7.18	84.14	31.07	40	
4441682.3	Clustering-based subsystems	Protein export?	CBSS-393121.3.peg.2760	Protein export cytoplasm protein SecA ATPase RNA helicase (TC 3.A.5.1.1)	104	-6.26	79.27	30.97	71	
4441680.3	Clustering-based subsystems	Protein export?	CBSS-393121.3.peg.2760	Protein export cytoplasm protein SecA ATPase RNA helicase (TC 3.A.5.1.1)	85	-6.43	80.74	30.73	57	
4441679.3	Clustering-based subsystems	Protein export?	CBSS-393121.3.peg.2760	Protein export cytoplasm protein SecA ATPase RNA helicase (TC 3.A.5.1.1)	126	-6.61	81.90	30.75	81	
4441681.3	Clustering-based subsystems	Protein export?	CBSS-393121.3.peg.2760	Protein export cytoplasm protein SecA ATPase RNA helicase (TC 3.A.5.1.1)	242	-7.67	84.38	32.39	85	
4441680.3	Clustering-based subsystems	Protein export?	CBSS-393121.3.peg.2760	Protein export cytoplasm protein SecA2 ATPase RNA helicase (TC 3.A.5.1.1)	1	-7.00	76.47	34.00	1	
4441682.3	Clustering-based subsystems	Protein export?	CBSS-393121.3.peg.2760	hypothetical protein BH3604	2	-5.00	72.55	32.00	2	
4441679.3	Clustering-based subsystems	Protein export?	CBSS-393121.3.peg.2760	hypothetical protein BH3604	3	-4.33	66.96	30.33	3	
4441681.3	Clustering-based subsystems	Protein export?	CBSS-393121.3.peg.2760	hypothetical protein BH3604	3	-7.67	74.48	35.00	3	
4441682.3	Clustering-based subsystems	Protein export?	CBSS-393121.3.peg.2760	peptidoglycan lytic protein P45	1	-3.00	66.67	30.00	1	
4441682.3	Clustering-based subsystems	Putative GGDEF domain protein related to agglutinin secretion	CBSS-323850.3.peg.3284	ABC transporter, transmembrane region:ABC transporter:Peptidase C39, bacteriocin processing	1	-3.00	67.74	31.00	1	
4441679.3	Clustering-based subsystems	Putative GGDEF domain protein related to agglutinin secretion	CBSS-323850.3.peg.3284	ABC transporter, transmembrane region:ABC transporter:Peptidase C39, bacteriocin processing	1	-8.00	90.62	32.00	1	
4441681.3	Clustering-based subsystems	Putative GGDEF domain protein related to agglutinin secretion	CBSS-323850.3.peg.3284	ABC transporter, transmembrane region:ABC transporter:Peptidase C39, bacteriocin processing	24	-8.73	91.82	32.64	1	
4441681.3	Clustering-based subsystems	Putative Isoquinoline 1-oxidoreductase subunit	CBSS-314267.3.peg.390	Isoquinoline 1-oxidoreductase beta subunit (EC 1.3.99.16)	2	-6.00	80.74	28.50	2	
4441682.3	Clustering-based subsystems	Putative asociate of RNA polymerase sigma-54 factor rpoN	CBSS-316057.3.peg.1308	RNA polymerase sigma-54 factor RpoN	11	-4.00	68.26	30.18	9	
4441680.3	Clustering-based subsystems	Putative asociate of RNA polymerase sigma-54 factor rpoN	CBSS-316057.3.peg.1308	RNA polymerase sigma-54 factor RpoN	9	-4.89	79.99	28.00	5	
4441679.3	Clustering-based subsystems	Putative asociate of RNA polymerase sigma-54 factor rpoN	CBSS-316057.3.peg.1308	RNA polymerase sigma-54 factor RpoN	10	-4.60	75.45	29.10	8	
4441681.3	Clustering-based subsystems	Putative asociate of RNA polymerase sigma-54 factor rpoN	CBSS-316057.3.peg.1308	RNA polymerase sigma-54 factor RpoN	78	-5.38	81.92	29.72	10	
4441682.3	Clustering-based subsystems	Putative asociate of RNA polymerase sigma-54 factor rpoN	CBSS-316057.3.peg.1308	RNA polymerase sigma-70 factor	6	-3.60	63.53	31.20	4	
4441680.3	Clustering-based subsystems	Putative asociate of RNA polymerase sigma-54 factor rpoN	CBSS-316057.3.peg.1308	RNA polymerase sigma-70 factor	4	-3.75	72.20	28.25	4	
4441679.3	Clustering-based subsystems	Putative asociate of RNA polymerase sigma-54 factor rpoN	CBSS-316057.3.peg.1308	RNA polymerase sigma-70 factor	5	-4.50	70.73	30.25	4	
4441681.3	Clustering-based subsystems	Putative asociate of RNA polymerase sigma-54 factor rpoN	CBSS-316057.3.peg.1308	RNA polymerase sigma-70 factor	2	-4.00	78.79	26.00	2	
4441682.3	Clustering-based subsystems	Putative asociate of RNA polymerase sigma-54 factor rpoN	CBSS-316057.3.peg.1308	RNA polymerase sigma-70 factor, ECF subfamily	6	-3.60	63.53	31.20	4	
4441680.3	Clustering-based subsystems	Putative asociate of RNA polymerase sigma-54 factor rpoN	CBSS-316057.3.peg.1308	RNA polymerase sigma-70 factor, ECF subfamily	4	-3.75	72.20	28.25	4	
4441679.3	Clustering-based subsystems	Putative asociate of RNA polymerase sigma-54 factor rpoN	CBSS-316057.3.peg.1308	RNA polymerase sigma-70 factor, ECF subfamily	5	-4.50	70.73	30.25	4	
4441681.3	Clustering-based subsystems	Putative asociate of RNA polymerase sigma-54 factor rpoN	CBSS-316057.3.peg.1308	RNA polymerase sigma-70 factor, ECF subfamily	2	-4.00	78.79	26.00	2	
4441681.3	Clustering-based subsystems	Putative asociate of RNA polymerase sigma-54 factor rpoN	CBSS-316057.3.peg.1308	RNA polymerase sigma-E factor	1	-6.00	83.33	30.00	1	
4441680.3	Clustering-based subsystems	Putative asociate of RNA polymerase sigma-54 factor rpoN	CBSS-316057.3.peg.1308	Sigma-70 region 2:Sigma-70 region 4	1	-5.00	61.11	36.00	1	
4441682.3	Clustering-based subsystems	Putative asociate of RNA polymerase sigma-54 factor rpoN	CBSS-316057.3.peg.1308	macromolecule metabolism	3	-4.00	64.87	33.00	3	
4441680.3	Clustering-based subsystems	Putative asociate of RNA polymerase sigma-54 factor rpoN	CBSS-316057.3.peg.1308	macromolecule metabolism	1	-3.00	66.67	30.00	1	
4441679.3	Clustering-based subsystems	Putative asociate of RNA polymerase sigma-54 factor rpoN	CBSS-316057.3.peg.1308	macromolecule metabolism	3	-6.33	67.02	35.67	3	
4441681.3	Clustering-based subsystems	Putative asociate of RNA polymerase sigma-54 factor rpoN	CBSS-316057.3.peg.1308	macromolecule metabolism	2	-4.67	70.07	31.67	2	
4441680.3	Clustering-based subsystems	Putative asociate of RNA polymerase sigma-54 factor rpoN	CBSS-316057.3.peg.1308	macromolecule synthesis, modification	1	-3.00	66.67	30.00	1	
4441679.3	Clustering-based subsystems	Putative asociate of RNA polymerase sigma-54 factor rpoN	CBSS-316057.3.peg.1308	macromolecule synthesis, modification	3	-6.33	67.02	35.67	3	
4441681.3	Clustering-based subsystems	Putative asociate of RNA polymerase sigma-54 factor rpoN	CBSS-316057.3.peg.1308	macromolecule synthesis, modification	2	-4.00	64.71	34.00	1	
4441681.3	Clustering-based subsystems	Putative asociate of RNA polymerase sigma-54 factor rpoN	CBSS-316057.3.peg.1308	putative RNA polymerase sigma factor	2	-9.50	90.62	33.00	2	
4441680.3	Clustering-based subsystems	Putative asociate of RNA polymerase sigma-54 factor rpoN	CBSS-316057.3.peg.1308	rna synthesis, modification , dna transcription	1	-3.00	66.67	30.00	1	
4441679.3	Clustering-based subsystems	Putative asociate of RNA polymerase sigma-54 factor rpoN	CBSS-316057.3.peg.1308	rna synthesis, modification , dna transcription	1	-7.00	75.00	32.00	1	
